ID,Name,Level,Alignment,Size,Traits,Perception,Languages,Skills,Str,Dex,Con,Int,Wis,Cha,AC,Fort,Ref,Will,HP,Resistances,Speed,Source
2570,Blood-Pear Tree,17,NE,Huge,Undead,+29;,"Arboreal, Necril, Sylvan, ; (can't speak any language)","Athletics +32, Stealth +30",+9,+5,+6,-2,+6,+2,38,+31,+26,+27,350 (,bludgeoning 15 piercing 15,20 feet,Pathfinder #191: The Destiny War pg. 55
2571,Sonnorae,18,LE,Medium,"Fiend, Velstrac","+31; , , painsight,","Aklo, Common, Draconic, Goblin, Infernal, Jotun, Shadowtongue, Sylvan","Acrobatics +32, Athletics +31, Deception +36, Diplomacy +34, Intimidation +36, Performance +34, Religion +31, Stealth +34, Torture Lore +32",+7,+8,+5,+6,+7,+8,42,+27,+32,+31; +1 status to all saves vs.,335 regeneration 25 (deactivated by good or,,"30 feet, fly 30 feet (from",Pathfinder #191: The Destiny War pg. 61
2572,Morgaran,17,CE,Huge,"Demon, Fiend","+30; ,","Abyssal, Celestial, Draconic, telepathy, 100 feet","Athletics +33, Deception +30, Intimidation +30, Religion +28, Stealth +28",+8,+3,+5,+3,+5,+5,38,+30,+26,+30; +1 status to all saves vs.,325,,"40 feet, fly 40 feet",Pathfinder #191: The Destiny War pg. 68
2573,"All-Seeing Hajeck, Reincarnated Visionary Charlatan",12,CN,Large,Beast,+22;,"Common, Varisian","Arcana +21, Deception +25, Diplomacy +23, Fortune-Telling Lore +25, Occultism +23, Performance +23, Society +21, Thievery +21",+4,+5,+5,+5,+4,+7,31,+21,+23,+22; +1 status to all saves vs.,215,,"30 feet, climb 30 feet, swim 30 feet",Pathfinder #191: The Destiny War pg. 88
2575,"Ulsiket, Friendly Pactmaster Agent",13,LG,Medium,Humanoid,+24;,"Common, Draconic, Gnoll, Kelish, Mwangi, Osiriani, Vudrani, tongues","Acrobatics +24, Athletics +22, Diplomacy +25, Katapesh Lore +26, Medicine +24, Mercantile Lore +24, Performance +23, Society +26",+3,+5,+1,+3,+5,+4,34,+20,+24,+24,238,,25 feet,Pathfinder #191: The Destiny War pg. 92
2576,Guardian Aluum,13,N,Large,"Construct, Mindless",+22;,UNKNOWN,Athletics +26,+7,+4,+5,-5,+3,-5,34,+25,+24,+21,210,10 physical (except,25 feet,Pathfinder #191: The Destiny War pg. 93
2577,Obcisidaemon (Obliteration Daemon),19,NE,Gargantuan,"Daemon, Fiend","+35; ,","Common, Daemonic, telepathy, 100 feet","Acrobatics +33, Athletics +39, Deception +34, Intimidation +36, Religion +32, Warfare Lore +36",+10,+4,+8,+4,+5,+7,43,+35,+29,+32; +1 status to all saves vs.,425,,"25 feet, fly 50 feet",Pathfinder #192: Worst of All Possible Worlds pg. 80
2578,Phasmadaemon (Terror Daemon),17,NE,Large,"Daemon, Fiend","+29; ,","Common, Daemonic, telepathy, 100 feet","Acrobatics +31, Deception +31, Intimidation +33, Religion +29",+8,+8,+6,+3,+4,+6,39,+31,+26,+31,340,,"25 feet, fly 35 feet",Pathfinder #192: Worst of All Possible Worlds pg. 81
2579,Simple Harrowkin,4,N,Small,Construct,+10;,Common,"Acrobatics +12, Athletics +9, Deception +11, Stealth +12",+3,+4,+1,+0,+0,+3,20,+11,+14,+8,60,,25 feet,Pathfinder #192: Worst of All Possible Worlds pg. 82
2581,Fabled Harrowkin,17,N,Medium,Construct,+29;,Common,"Acrobatics +30, Athletics +32, Diplomacy +32, Occultism +29",+7,+5,+7,+2,+4,+9,40,+32,+30,+27,315,,"25 feet, fly 40 feet",Pathfinder #192: Worst of All Possible Worlds pg. 83
2582,Nornhound,18,LN,Gargantuan,Fey,"+32; , , ( ) 120 feet,","Common, Jotun, Sylvan, tongues","Acrobatics +30, Athletics +35, Deception +31, Diplomacy +31, Intimidation +33, Occultism +30",+9,+4,+8,+4,+6,+5,40,+34,+28,+30,421 regeneration 15 (deactivated by,,"40 feet, fly 40 feet",Pathfinder #192: Worst of All Possible Worlds pg. 84
2583,Suvarden,7,N,Large,Beast,+17;,"Aklo, Common, Sylvan, telepathy, 100 feet","Acrobatics +16, Athletics +16, Diplomacy +17, Lore +15 (any one), Nature +15, Occultism +15, Society +13",+3,+5,+4,+2,+4,+6,24,+15,+14,+17,125 (,,"40 feet, climb 20 feet, fly 20 feet",Pathfinder #192: Worst of All Possible Worlds pg. 85
2584,Sickened Doprillu,14,NE,Medium,Aberration,"+20; ,","Aklo, Common, Undercommon","Acrobatics +24, Athletics +28, Intimidation +20, Stealth +22",+8,+6,+7,+1,+4,+2,34,+25,+26,+22; +2 status to all saves vs.,260 regeneration 20 (deactivated by,,"40 feet, climb 40 feet",Pathfinder #192: Worst of All Possible Worlds pg. 19
2585,Mighty Bul-Gae,17,LN,Large,"Beast, Cold, Fire","+30; , ( ) 60 feet",Common,"Athletics +32, Intimidation +29, Stealth +30, Survival +32",+9,+5,+8,+5,+7,+4,40,+33,+26,+30,310,,"40 feet, fly 30 feet",Pathfinder #192: Worst of All Possible Worlds pg. 20
2586,Ildamir,20,N,Large,Beast,+36;,"Aklo, Druidic, Sylvan, telepathy, 100 feet","Acrobatics +37, Athletics +34, Diplomacy +37, Nature +34, Norn Lore +36, Occultism +32, Society +32",+6,+7,+6,+4,+6,+9,45,+35,+33,+36,375 (,,"50 feet, climb 20 feet, fly 30 feet",Pathfinder #192: Worst of All Possible Worlds pg. 35
2587,Bolti Sorrinson,20,CN,Medium,"Undead, Water",+34;,"Common, Skald","Athletics +38, Intimidation +36",+8,+4,+7,+2,+6,+6,44,+35,+30,+34,399 (,,"25 feet, swim 25 feet",Pathfinder #192: Worst of All Possible Worlds pg. 38
2588,The Keeper,21,NE,Medium,Fey,"+36; ,","Aklo, Common, Infernal, Sylvan, tongues","Acrobatics +37, Athletics +39, Deception +39, Heraldry Lore +34, Society +36, Stealth +35, Warfare Lore +36",+8,+6,+6,+5,+5,+8,47,+37,+35,+32,385,,"40 feet, fly 120 feet",Pathfinder #192: Worst of All Possible Worlds pg. 40
2589,Svarýr Soldier,16,CN,Medium,"Aesir, Monitor",+30;,"Common, Jotun, Skald, tongues","Athletics +32, Crafting +25, Intimidation +29",+8,+5,+7,+1,+3,+5,39,+31,+27,+25 (+29 vs.,295,piercing 15,"40 feet, fly 30 feet",Pathfinder #192: Worst of All Possible Worlds pg. 42
2590,Svarýr Commander,19,CN,Medium,"Aesir, Monitor",+33;,"Common, Jotun, ; ravenspeaker,, tongues","Acrobatics +34, Athletics +38, Diplomacy +34, Intimidation +34, Religion +33",+10,+7,+7,+3,+6,+7,44,+34,+32,+31,330,,"25 feet, fly 60 feet",Pathfinder #192: Worst of All Possible Worlds pg. 43
2591,Gegnir,20,N,Huge,"Giant, Mutant, Troll",+35;,"Common, Jotun, tongues","Athletics +38, Fortune-Telling Lore +35, Intimidation +37, Occultism +35",+10,+4,+10,+2,+7,+4,44,+38,+30,+33,470 regeneration 40 (deactivated by,,"30 feet, climb 40 feet",Pathfinder #192: Worst of All Possible Worlds pg. 44
2592,Speaker Of Svarýr,20,CN,Medium,Fey,"+34; , ( ) 60 feet","Common, Sylvan, speak with plants, tongues","Acrobatics +34, Athletics +34, Deception +36 (+40 to, Impersonate a human version of herself), Diplomacy +38, Intimidation +36, Nature +34",+6,+6,+5,+4,+6,+8,44,+31,+36,+33,380 regeneration 30 (deactivated by,,30 feet,Pathfinder #192: Worst of All Possible Worlds pg. 46
2593,The Betrayal,20,NE,Medium,Construct,+33;,Common,"Acrobatics +35, Athletics +35, Deception +38, Diplomacy +38, Occultism +33",+7,+7,+7,+2,+3,+10,45,+33,+35,+31,360,,"25 feet, fly 40 feet",Pathfinder #192: Worst of All Possible Worlds pg. 57
2596,Augdunar,2,N,Medium,Animal,+8; ( ) 60 feet,UNKNOWN,"Athletics +8, Survival +6",+4,+1,+4,-4,+2,+0,17,+11,+6,+8,35,,25 feet,Highhelm pg. 127
2597,Draft Lizard,4,N,Medium,Animal,"+11; , ( ) 60 feet",UNKNOWN,"Athletics +12, Intimidation +8, Survival +10",+5,+2,+4,-4,+2,+0,20,+14,+8,+11,60,,25 feet,Highhelm pg. 127
2598,The Bloodstorm,14,NE,Huge,"Demon, Swarm","+25; bloodsense ( ) 120 feet, ( ) 60 feet","Abyssal, ; (can't speak any language)","Athletics +24, Stealth +28",+2,+6,+4,+2,+5,-2,35,+22,+28,+25,250,physical 15,"40 feet, climb 40 feet, fly 15 feet",Highhelm pg. 128
2599,Grand Defender,15,LG,Huge,"Celestial, Construct, Herald","+29; ,","Celestial, Common, Dwarven, Ignan, Terran, telepathy, 100 feet","Athletics +30, Crafting +28, Religion +28",+8,+2,+4,+1,+6,+3,40,+29,+23,+29,280 (special),physical 15 (except,"35 feet, burrow 35 ft.",Highhelm pg. 129
2600,Graul,4,N,Large,Aberration,+14; blindsight (precise) 120 feet,Aklo,"Acrobatics +10, Athletics +10 (+12 to, Grapple ), Deception +10, Stealth +12",+5,+3,+3,+2,+3,+2,20,+11,+8,+14,60,,fly 25 feet,Highhelm pg. 130
2601,Pagulin,7,N,Large,Animal,"+14; , ( ) 30 feet",UNKNOWN,"Athletics +17, Stealth +15 (+17 in rocky environments), Survival +15 (+17 to, Track a bleeding creature)",+6,+3,+4,-4,+3,+0,24,+18,+15,+12,120,,"25 feet, climb 15 feet",Highhelm pg. 131
2602,Hyphae Tyrant,4,NE,Small,"Fungus, Leshy","+11; darkvision, sporesense (imprecise) 60 feet","Common, Druidic, Sylvan, Undercommon, ; speak with plants (fungi only)","Athletics +8, Nature +10, Occultism +10, Stealth +11",+3,+2,+4,+1,+3,+5,20,+12,+13,+11,60,negative 5,25 feet,Pathfinder #193: Mantle of Gold pg. 86
2603,Soulbound Mauler,4,Any,Medium,"Construct, Soulbound",+10; darkvision,one spoken by its creator (typically Common),"Athletics +11, Occultism +6, Stealth +9",+5,+3,+4,+0,+1,+0,19,+14,+11,+9,72,,25 feet,Pathfinder #193: Mantle of Gold pg. 87
2604,Sporeborn Myceloid,4,N,Medium,"Fungus, Mindless, Sporeborn","+10; darkvision, scent (imprecise) 30 feet",UNKNOWN,"Stealth +11, Survival +10",+4,+3,+4,-5,+2,-5,20,+14,+9,+10,70,,20 feet,Pathfinder #193: Mantle of Gold pg. 89
2605,Unfeeling Empath,2,NE,Small,Undead,"+9; darkvision, empathic sense (precise) 60 feet","Gnomish, Necril, Undercommon","Athletics +9, Intimidation +8, Performance +8, Stealth +5",+3,+1,+2,+0,+1,+4,18,+8,+5,+11,36 (negative healing),negative 5,20 feet,Pathfinder #193: Mantle of Gold pg. 90
2606,Xulgath Ravening,4,CE,Gargantuan,"Humanoid, Troop, Xulgath",+11; darkvision,"Draconic, Undercommon","Athletics +11, Intimidation +10, Stealth +7",+5,+1,+3,-1,+1,+2,20,+14,+12,+8,72 (16 squares),,25 feet; troop movement,Pathfinder #193: Mantle of Gold pg. 91
2608,Heldin Ulgincamp,1,N,Medium,"Dwarf, Humanoid",+7; darkvision,"Common, Dwarven, Petran","Crafting +7, Diplomacy +5, Religion +8",+1,+0,+1,+3,+4,+1,16,+7,+4,+10,20,,20 feet,Pathfinder #193: Mantle of Gold pg. 40
2609,Ancestral Echo,1,,Medium,"Dwarf, Ghost, Incorporeal, Spirit, Undead",+9; darkvision,"Empyrean, Common, Dwarven","Dwarf Lore +7, Intimidation +6, Stealth +7",-5,+1,+2,+1,+4,+3,16,+7,+6,+9,15 (negative healing rejuvenation),,fly 20 feet,Pathfinder #193: Mantle of Gold pg. 42
2610,Anarchic Living Graffiti,0,CN,Medium,Construct,+6; darkvision,"Dwarven, Protean, ; (can't speak)","Acrobatics +6, Crafting +3, Deception +5, Stealth +6",+2,+3,+0,-2,+0,+1,15,+6,+8,+6,16,,25 feet,Pathfinder #193: Mantle of Gold pg. 43
2611,Hhruklaz,3,CE,Medium,"Humanoid, Xulgath",+8; darkvision,"Draconic, Undercommon","Athletics +9, Intimidation +11, Performance +7, Religion +10",+3,+0,+2,+1,+3,+4,19,+9,+7,+10; +2 status to saves vs. petrifying gaze,50,,25 feet,Pathfinder #193: Mantle of Gold pg. 56
2612,Blacknoon Apprentice,2,NE,Medium,"Dwarf, Humanoid",+8; darkvision,"Common, Dwarven","Acrobatics +8, Crafting +6, Intimidation +7, Stealth +8, Thievery +8",+2,+4,+2,+0,+1,+1,18,+8,+10,+7,32,poison 2,20 feet,Pathfinder #193: Mantle of Gold pg. 71
2613,Tuom Molgrade,5,LE,Medium,"Dwarf, Humanoid",+12; darkvision,"Common, Dwarven, Pyric, Undercommon","Arcana +12, Athletics +11, Crafting +14, Deception +9, Thievery +11",+5,+1,+3,+4,+2,+1,22,+13,+9,+14,75,fire 5,20 feet,Pathfinder #193: Mantle of Gold pg. 75
2614,Anemos,18,,Medium,"Air, Elemental",+33;,"Common, Empyrean, Sussuran, ; truespeech","Acrobatics +38, Arcana +31, Nature +33, Occultism +31, Performance +38, Planar Lore +33, Religion +31, Stealth +36, Survival +33",+4,+9,+7,+6,+6,+9,43,+29,+33,+30,310 regeneration 15 (deactivated by earthbane),,"25 feet, fly 200 feet; swiftness",Rage of Elements pg. 78
2615,Blustering Gale,11,,Gargantuan,"Air, Elemental, Troop",+20;,Sussuran,"Acrobatics +20, Athletics +22, Intimidation +22, Stealth +18",+7,+5,+3,+0,+1,+5,30,+22,+24,+18,150 (16 squares),,"25 feet, fly 60 feet; troop movement",Rage of Elements pg. 80
2616,Comozant Wyrd,5,,Small,"Air, Elemental, Incorporeal",+12;,Sussuran,"Diplomacy +11, Nature +12",-5,+4,+0,-1,+3,+4,21,+7,+15,+12,60,all damage 5 (except,"15 feet, fly 25 feet",Rage of Elements pg. 81
2617,Despairing Pall,1,,Small,"Air, Elemental",+5;,Sussuran,"Acrobatics +8, Intimidation +6, Stealth +8",+0,+4,+1,+0,+0,+2,17,+4,+10,+7,15,,fly 50 feet,Rage of Elements pg. 82
2618,Veiled Current,8,,Large,"Air, Elemental",+17;,Sussuran,"Acrobatics +18, Athletics +18, Deception +15, Stealth +18",+2,+6,+4,+2,+1,+3,28,+15,+19,+13,100,,fly 50 feet,Rage of Elements pg. 82
2619,Picture-in-Cloud,13,,Huge,"Air, Elemental",+20;,Sussuran,"Acrobatics +26, Stealth +24",+4,+8,+5,+4,+4,+4,35,+21,+26,+19,175,,fly 100 feet; swiftness,Rage of Elements pg. 83
2620,Jaathoom Shuyookh,10,,Large,"Air, Elemental, Genie",+22;,"Common, Sussuran, ; (can't speak any language), cloud of visions","Acrobatics +21, Arcana +20, Athletics +19, Crafting +17, Deception +22, Diplomacy +22, Society +20, Stealth +17",+5,+7,+3,+5,+3,+6,29,+17,+21,+19,150,,"25 feet, fly 75 feet",Rage of Elements pg. 84
2621,Veldenar,11,,Huge,"Air, Elemental","+24; ,",Sussuran,"Athletics +20, Intimidation +20, Stealth +23",+7,+5,+5,-2,+2,+0,32,+24,+21,+18,190,,"25 feet, fly 25 feet",Rage of Elements pg. 85
2622,Avalanche Legion,11,,Gargantuan,"Earth, Elemental, Troop","+21; , ( ) 60 feet",Petran,Athletics +23,+5,+0,+4,-2,+1,+0,31,+24,+20,+21,240 (16 squares),,"30 feet, burrow 25 feet; earth glide, troop movement",Rage of Elements pg. 102
2624,Gluttonous Geode,1,,Tiny,"Earth, Elemental","+6; , ( ) 30 feet",UNKNOWN,"Stealth +4, Survival +6",+3,-1,+3,-4,+1,-3,15,+8,+4,+6,25,,20 feet,Rage of Elements pg. 104
2625,Crystal Strider,10,,Huge,"Earth, Elemental","+20; , ( ) 60 feet",Petran,"Acrobatics +19, Athletics +23, Nature +20",+7,+3,+5,+0,+4,+1,29,+21,+19,+20,230,,"45 feet, climb 45 feet; precise steps",Rage of Elements pg. 104
2627,Jabali Shuyookh,12,,Large,"Earth, Elemental, Genie","+21; , ( ) 60 feet","Common, Petran, truespeech","Athletics +25, Crafting +21, Deception +22, Nature +19, Society +21",+7,+1,+5,+5,+3,+4,33,+24,+20,+22,210,,"20 feet, burrow 45 feet, climb 20 feet; earth glide",Rage of Elements pg. 106
2628,Lithic Locus,14,,Large,"Construct, Earth, Elemental, Spirit","+25; , ( ) 60 feet","Petran, ; plus one ancient language","Athletics +26, Civilization Lore +29 (one ancient civilization), Society +25",+6,+0,+6,+7,+6,+2,35,+27,+21,+27,260,,30 feet,Rage of Elements pg. 107
2629,Vault Keeper,14,,Medium,"Earth, Elemental","+26; , ( ) 120 feet","Orvian, Petran, telepathy, 300 feet","Acrobatics +26, Arcana +26, Athletics +26, Crafting +26, Nature +24, Planar Lore +28, Thievery +24",+4,+8,+6,+8,+4,+6,36,+24,+28,+22,200,physical 15 (except,"35 feet, climb 35 feet",Rage of Elements pg. 108
2630,Vault Builder,23,,Medium,"Earth, Elemental","+37; , ( ) 120 feet","Orvian, Petran, telepathy, 300 feet","Acrobatics +39, Arcana +42, Architecture Lore +42, Athletics +39, Crafting +44, Engineering Lore +42, Nature +37, Planar Lore +42, Stealth +41, Thievery +39",+8,+10,+7,+11,+6,+8,47,+36,+41,+35; +1 status to all saves vs. spells ( +4 status vs.,465,physical 20 (except,"35 feet, burrow 25 feet, climb 35 feet; earth glide",Rage of Elements pg. 109
2631,Brass Bastion,14,,Huge,"Construct, Fire, Mindless",+22;,UNKNOWN,Athletics +30,+8,+0,+7,-5,+0,-5,36,+27,+22,+20,205,physical 15 (except,25 feet,Rage of Elements pg. 126
2632,Brochmaw,13,,Huge,"Elemental, Fire",+24;,"Common, Pyric","Athletics +28, Cooking Lore +24, Intimidation +21, Survival +24",+8,+4,+8,+3,+5,+4,32,+28,+20,+23,259,,25 feet,Rage of Elements pg. 127
2633,Lava Otter,1,,Small,"Elemental, Fire",+7;,UNKNOWN,"Acrobatics +7, Stealth +7 (+9 in lava)",+1,+4,+1,-4,+3,+1,15,+6,+9,+5,22,,"25 feet, swim 40 feet (in lava only)",Rage of Elements pg. 129
2635,Living Magma,13,,Huge,"Elemental, Fire",+22;,Pyric,"Athletics +27, Intimidation +23, Stealth +22 (+26 in lava)",+8,+5,+5,+4,+5,+4,35,+26,+20,+22,250,,"40 feet, swim 60 feet (in lava only)",Rage of Elements pg. 129
2636,Ifrit Shuyookh,14,,Large,"Elemental, Fire, Genie",+25;,"Common, Pyric, truespeech","Arcana +25, Athletics +28, Crafting +23, Deception +25, Diplomacy +24, Intimidation +26, Society +23",+8,+4,+5,+3,+3,+5,36,+26,+23,+27,300,,"25 feet, fly 35 feet",Rage of Elements pg. 129
2637,Munsahir Gatecrasher,4,,Medium,"Elemental, Fire, Humanoid",+11;,"Common, Pyric","Athletics +10, Crafting +12, Plane of Fire Lore +10",+2,+0,+4,+4,+3,-1,22,+14,+6,+11,65,,20 feet,Rage of Elements pg. 131
2638,Munsahir Trooper,5,,Medium,"Elemental, Fire, Humanoid",+14;,"Common, Pyric","Athletics +12, Crafting +11, Plane of Fire Lore +11, Stealth +12",+3,+1,+5,+2,+3,+1,22,+14,+10,+10,85,,20 feet,Rage of Elements pg. 131
2639,Sootsoldiers,10,,Gargantuan,"Elemental, Fire, Troop","+20; , smoke vision",Pyric,"Acrobatics +21, Athletics +21, Nature +18, Plane of Fire Lore +18, Warfare Lore +18",+7,+5,+6,+2,+4,+0,30,+20,+21,+18,165 (16 squares),,40 feet; troop movement,Rage of Elements pg. 133
2640,Asp Of Grief,10,,Small,"Beast, Elemental, Metal","+21; , magnetic vision","Common, Empyrean, Talican","Acrobatics +21, Arcana +21, Nature +19, Psychology Lore +19, Survival +21",+4,+7,+3,+7,+5,+3,31,+15,+21,+21; +1 status vs.,150,physical 10 (except,"20 feet, fly 50 feet",Rage of Elements pg. 150
2641,Capritellix,17,,Huge,"Elemental, Metal",+30; darkvision,"Talican, ; plus one language for each of their mouths;, telepathy, 100 feet","Acrobatics +31, Athletics +29, Deception +32, Diplomacy +32, Intimidation +32, Performance +32, Plane of Metal Lore +30, Society +30",+6,+8,+8,+7,+5,+9,39,+31,+29,+30,290,,fly 60 feet,Rage of Elements pg. 151
2642,Metal Wisp,0,,Tiny,"Elemental, Metal","+6; , rust vision",Talican,"Athletics +6, Mining Lore +4, Plane of Metal Lore +4",+2,+1,+3,+0,+2,+0,16,+7,+3,+6,15,electricity 2,fly 25 feet,Rage of Elements pg. 152
2644,Metal Scamp,1,,Small,"Elemental, Metal",+3;,Talican,"Athletics +7, Stealth +5",+2,+0,+2,-2,+0,+0,15,+7,+5,+5,20 (,,"25 feet, fly 25 feet",Rage of Elements pg. 153
2645,Mercurial,2,,Medium,"Elemental, Metal",+6;,"Common, Talican","Acrobatics +8, Deception +10, Diplomacy +8, Plane of Metal Lore +8",+3,+4,+3,+2,+2,+4,17,+7,+11,+8,30,,25 feet,Rage of Elements pg. 153
2647,Quickiron Plasm,4,,Large,"Elemental, Metal","+8; , magic scent",UNKNOWN,"Athletics +12, Stealth +10",+6,+2,+5,-4,+0,-2,20,+13,+8,+10,65,,15 feet,Rage of Elements pg. 154
2648,Rust Scarab,5,,Large,"Elemental, Metal","+9; , rust vision",Talican,"Athletics +13, Plane of Metal Lore +11",+6,+2,+5,+2,+2,+2,21,+14,+9,+11,65,,25 feet,Rage of Elements pg. 155
2649,Living Lodestone,6,,Small,"Elemental, Metal",+14;,UNKNOWN,Athletics +15,+5,+3,+4,+0,+4,+4,23,+14,+13,+16,95,electricity 5,20 feet; hover,Rage of Elements pg. 155
2650,Skymetal Striker,7,,Large,"Elemental, Metal",+15;,Talican,"Acrobatics +17, Stealth +17",+2,+6,+4,+2,+2,+2,26,+15,+17,+13,100,,25 feet,Rage of Elements pg. 156
2651,Nanoshard Swarm,9,,Huge,"Elemental, Metal, Swarm",+18;,Talican,"Acrobatics +21, Athletics +19, Stealth +21",+6,+6,+4,+3,+3,+3,28,+17,+21,+16,120,bludgeoning 5 electricity 10 piercing 10 slashing 10,"none (barrier), 15 feet (battle), or 25 feet (swarm)",Rage of Elements pg. 157
2652,Abysium Horror,10,,Huge,"Elemental, Metal",+17;,Talican,"Athletics +23, Survival +19",+7,+3,+5,+3,+3,+3,29,+21,+19,+17,215,,"30 feet, climb 20 feet",Rage of Elements pg. 158
2653,Oregorger,11,,Large,"Elemental, Metal","+18; , rust vision",Talican,"Acrobatics +17, Athletics +25",+8,+2,+7,-1,+3,+3,30,+24,+17,+20,245,,"30 feet, burrow 20 feet, fly 20 feet",Rage of Elements pg. 158
2654,Melomach,13,,Huge,"Elemental, Metal",+19;,Talican,"Athletics +30, Crafting +21, Intimidation +28, Performance +26",+9,+4,+9,+0,+2,+7,33,+26,+23,+23,292,,25 feet,Rage of Elements pg. 159
2655,Zuhra,8,,Large,"Elemental, Genie, Metal",+15;,"Common, Talican, truespeech","Acrobatics +19, Athletics +15, Crafting +17, Intimidation +17, Performance +19, Society +16",+3,+5,+6,+4,+3,+5,26,+16,+17,+17,125,,"25 feet, fly 30 feet",Rage of Elements pg. 160
2657,Pelegox,11,,Gargantuan,"Elemental, Metal, Troop",+22; metalsense ( ) 60 feet,"Talican, telepathy, 30 feet","Acrobatics +22, Athletics +21, Crafting +20, Diplomacy +21",+4,+7,+6,+5,+3,+4,31,+21,+24,+18,210 (16 squares),,fly 25 feet; troop movement,Rage of Elements pg. 162
2658,Talos,1,,Medium,"Human, Humanoid, Talos",+3,"Common, Talican","Acrobatics +6, Crafting +6, Society +6, Thievery +6",+1,+3,+1,+3,+0,+1,17,+6,+6,+5,17 (plus 5 temporary HP (from ablative armor plating)),,25 feet,Rage of Elements pg. 163
2659,Dewdrop Jelly,1,,Small,"Aquatic, Elemental, Water",+7;,Thalassic,"Athletics +6, Stealth +7",+2,+3,+3,-4,+1,+0,16,+7,+10,+4,20,,"fly 20 feet, swim 50 feet",Rage of Elements pg. 180
2660,Coldmire Pond,8,,Huge,"Aquatic, Elemental, Water",+16;,Thalassic,"Athletics +18, Stealth +18",+5,+3,+5,+2,+2,+0,27,+16,+19,+13,135,,"20 feet, swim 50 feet",Rage of Elements pg. 180
2661,Boiling Spring,13,,Large,"Aquatic, Elemental, Fire, Water","+23; , steam vision",Thalassic,"Athletics +26, Stealth +26",+7,+7,+7,+2,+4,+2,34,+23,+26,+20,255,,"fly 30 feet, swim 80 feet",Rage of Elements pg. 181
2662,Faydhaan Shuyookh,14,,Large,"Elemental, Genie, Water",+23; (25 to ),"Common, Muan, Petran, Pyric, Sussuran, Talican, Thalassic, telepathy, 100 feet,, truespeech","Athletics +27 (+31 to, Swim ), Crafting +24, Deception +26, Diplomacy +28, Nature +25, Performance +28, Society +26, Stealth +27",+7,+7,+5,+4,+5,+8,36,+23,+27,+25,240,,"25 feet, swim 60 feet",Rage of Elements pg. 182
2663,Murajau,5,,Medium,"Amphibious, Humanoid","+13; , ( ) 30 feet","Common, Thalassic","Athletics +14, Diplomacy +11, Survival +13, Talisman Lore +13",+5,+2,+4,+2,+2,+2,25,+15,+9,+11,60,,"25 feet, swim 30 feet",Rage of Elements pg. 183
2665,Ore Louse,5,,Medium,"Amphibious, Beast, Water","+14; , metal scent 30 feet, 120 feet ( )",UNKNOWN,Athletics +12,+1,+4,+2,-2,+3,+0,22,+13,+15,+10,60,,"35 feet, swim 60 feet; water stride",Rage of Elements pg. 185
